region,category,parameter,mode,powertrain,year,value,Population,EVs_per_1000,EVs_per_1000_avg
Austria,Historical,EV sales,Cars,BEV,2013,650.0,8479823.0,0.07665254333728429,0.1562836408311771
Austria,Historical,EV sales,Cars,BEV,2014,1700.0,8546356.0,0.19891518677668005,0.36489226917943135
Austria,Historical,EV sales,Cars,PHEV,2015,1100.0,8642699.0,0.12727505609069575,0.3165819061690226
Austria,Historical,EV sales,Cars,BEV,2015,1700.0,8642699.0,0.19669781395834796,0.37807083314645
Austria,Historical,EV sales,Cars,BEV,2016,3800.0,8736668.0,0.4349484265626209,0.3415663881667642
Austria,Historical,EV sales,Cars,PHEV,2016,1200.0,8736668.0,0.13735213470398555,0.491424894019581
Austria,Historical,EV sales,Cars,PHEV,2017,1700.0,8797566.0,0.1932352652995158,0.7605880463748121
Austria,Historical,EV sales,Cars,BEV,2017,5400.0,8797566.0,0.6138061368337561,0.5149247295194739
Austria,Historical,EV sales,Cars,BEV,2018,6800.0,8840521.0,0.7691854360167234,0.7073110836271514
Austria,Historical,EV sales,Cars,PHEV,2018,2300.0,8840521.0,0.26016566218212706,0.9123394655418124
Austria,Historical,EV sales,Cars,PHEV,2019,2200.0,8879920.0,0.24774997972954713,0.7712182683485058
Austria,Historical,EV sales,Cars,BEV,2019,9300.0,8879920.0,1.0473067324930856,1.070118781932639
Austria,Historical,EV sales,Cars,BEV,2020,16000.0,8916864.0,1.7943528128274693,1.810606502628918
Austria,Historical,EV sales,Cars,PHEV,2020,7600.0,8916864.0,0.8523175860930479,1.560693153891556
Austria,Historical,EV sales,Cars,PHEV,2021,15000.0,8955797.0,1.6748928096516702,2.5922284438470347
Austria,Historical,EV sales,Cars,BEV,2021,33000.0,8955797.0,3.6847641812336747,2.8892353825839754
Austria,Historical,EV sales,Cars,BEV,2022,34000.0,9041851.0,3.760292002157523,3.9485613113031417
Austria,Historical,EV sales,Cars,PHEV,2022,13000.0,9041851.0,1.4377587067072881,2.2931019906788035
Austria,Historical,EV sales,Cars,PHEV,2023,17000.0,9131761.0,1.8616343550822234,2.2940602072628704
Austria,Historical,EV sales,Cars,BEV,2023,48000.0,9131761.0,5.256379355526278,5.196684427823783
Belgium,Historical,EV sales,Cars,PHEV,2010,8.0,10895586.0,0.0007342422885744742,0.0005890331326082384
Belgium,Historical,EV sales,Cars,BEV,2010,48.0,10895586.0,0.004405453731446845,0.008915171437984424
Belgium,Historical,EV sales,Cars,BEV,2011,280.0,11038264.0,0.025366307600542985,0.052489205869858994
Belgium,Historical,EV sales,Cars,PHEV,2011,16.0,11038264.0,0.001449503291459599,0.001369630286872877
Belgium,Historical,EV sales,Cars,PHEV,2012,340.0,11106932.0,0.030611513602496174,0.0407210653676794
Belgium,Historical,EV sales,Cars,BEV,2012,570.0,11106932.0,0.051319302215949464,0.08392866945690444
Belgium,Historical,EV sales,Cars,BEV,2013,500.0,11159407.0,0.04480524816417216,0.1562836408311771
Belgium,Historical,EV sales,Cars,PHEV,2013,60.0,11159407.0,0.00537662977970066,0.10400311699919346
Belgium,Historical,EV sales,Cars,PHEV,2014,650.0,11209057.0,0.05798882100430036,0.12387505706781639
Belgium,Historical,EV sales,Cars,BEV,2014,1300.0,11209057.0,0.11597764200860072,0.36489226917943135
Belgium,Historical,EV sales,Cars,BEV,2015,1400.0,11274196.0,0.12417736927759637,0.37807083314645
Belgium,Historical,EV sales,Cars,PHEV,2015,2500.0,11274196.0,0.2217453022814221,0.3165819061690226
Belgium,Historical,EV sales,Cars,PHEV,2016,7100.0,11331422.0,0.6265762584784151,0.491424894019581
Belgium,Historical,EV sales,Cars,BEV,2016,2100.0,11331422.0,0.18532537222601012,0.3415663881667642
Belgium,Historical,EV sales,Cars,BEV,2017,2700.0,11375158.0,0.23735934041531553,0.5149247295194739
Belgium,Historical,EV sales,Cars,PHEV,2017,12000.0,11375158.0,1.054930401845847,0.7605880463748121
Belgium,Historical,EV sales,Cars,PHEV,2018,9600.0,11427054.0,0.840111545810495,0.9123394655418124
Belgium,Historical,EV sales,Cars,BEV,2018,3600.0,11427054.0,0.3150418296789356,0.7073110836271514
Belgium,Historical,EV sales,Cars,BEV,2019,8800.0,11488980.0,0.7659513725326357,1.070118781932639
Belgium,Historical,EV sales,Cars,PHEV,2019,8900.0,11488980.0,0.7746553654023247,0.7712182683485058
Belgium,Historical,EV sales,Cars,PHEV,2020,32000.0,11538604.0,2.7732990923338736,1.560693153891556
Belgium,Historical,EV sales,Cars,BEV,2020,15000.0,11538604.0,1.299983949531503,1.810606502628918
Belgium,Historical,EV sales,Cars,BEV,2021,23000.0,11586195.0,1.9851210859130195,2.8892353825839754
Belgium,Historical,EV sales,Cars,PHEV,2021,48000.0,11586195.0,4.142861396688041,2.5922284438470347
Belgium,Historical,EV sales,Cars,PHEV,2022,59000.0,11680210.0,5.051279043784315,2.2931019906788035
Belgium,Historical,EV sales,Cars,BEV,2022,38000.0,11680210.0,3.253366163793288,3.9485613113031417
Belgium,Historical,EV sales,Cars,BEV,2023,93000.0,11787423.0,7.889765218402698,5.196684427823783
Belgium,Historical,EV sales,Cars,PHEV,2023,100000.0,11787423.0,8.483618514411505,2.2940602072628704
Bulgaria,Historical,EV sales,Cars,BEV,2015,21.0,6984225.0,0.0030067759844506726,0.37807083314645
Bulgaria,Historical,EV sales,Cars,PHEV,2016,8.0,6894139.0,0.0011604059622238542,0.491424894019581
Bulgaria,Historical,EV sales,Cars,BEV,2016,5.0,6894139.0,0.0007252537263899089,0.3415663881667642
Bulgaria,Historical,EV sales,Cars,BEV,2017,68.0,6803468.0,0.009994902599674166,0.5149247295194739
Bulgaria,Historical,EV sales,Cars,PHEV,2017,38.0,6803468.0,0.00558538674687674,0.7605880463748121
Bulgaria,Historical,EV sales,Cars,PHEV,2018,26.0,6710798.0,0.003874352945804657,0.9123394655418124
Bulgaria,Historical,EV sales,Cars,BEV,2018,190.0,6710798.0,0.028312579219341723,0.7073110836271514
Bulgaria,Historical,EV sales,Cars,BEV,2019,180.0,6616726.0,0.027203786283427785,1.070118781932639
Bulgaria,Historical,EV sales,Cars,PHEV,2019,56.0,6616726.0,0.008463400177066423,0.7712182683485058
Bulgaria,Historical,EV sales,Cars,PHEV,2020,41.0,6550696.0,0.006258876919338036,1.560693153891556
Bulgaria,Historical,EV sales,Cars,BEV,2020,140.0,6550696.0,0.021371774846520128,1.810606502628918
Bulgaria,Historical,EV sales,Cars,BEV,2021,430.0,6507301.0,0.06607962348752579,2.8892353825839754
Bulgaria,Historical,EV sales,Cars,PHEV,2021,120.0,6507301.0,0.018440825159309518,2.5922284438470347
Bulgaria,Historical,EV sales,Cars,PHEV,2022,140.0,6465097.0,0.02165474083374155,2.2931019906788035
Bulgaria,Historical,EV sales,Cars,BEV,2022,1000.0,6465097.0,0.1546767202410111,3.9485613113031417
Bulgaria,Historical,EV sales,Cars,BEV,2023,1800.0,6446596.0,0.27921712482060296,5.196684427823783
Bulgaria,Historical,EV sales,Cars,PHEV,2023,360.0,6446596.0,0.055843424964120605,2.2940602072628704
Croatia,Historical,EV sales,Cars,PHEV,2019,67.0,3949390.0,0.01696464517305204,0.7712182683485058
Croatia,Historical,EV sales,Cars,BEV,2019,190.0,3949390.0,0.048108695266863996,1.070118781932639
Croatia,Historical,EV sales,Cars,BEV,2020,530.0,3914206.0,0.13540421735595928,1.810606502628918
Croatia,Historical,EV sales,Cars,PHEV,2020,140.0,3914206.0,0.03576715175440434,1.560693153891556
Croatia,Historical,EV sales,Cars,PHEV,2021,400.0,3878981.0,0.10311986575855876,2.5922284438470347
Croatia,Historical,EV sales,Cars,BEV,2021,1400.0,3878981.0,0.36091953015495565,2.8892353825839754
Croatia,Historical,EV sales,Cars,BEV,2022,1400.0,3855641.0,0.3631043450362728,3.9485613113031417
Croatia,Historical,EV sales,Cars,PHEV,2022,840.0,3855641.0,0.2178626070217637,2.2931019906788035
Croatia,Historical,EV sales,Cars,PHEV,2023,990.0,3859686.0,0.2564975492825064,2.2940602072628704
Croatia,Historical,EV sales,Cars,BEV,2023,1600.0,3859686.0,0.41454149378990934,5.196684427823783
Cyprus,Historical,EV sales,Cars,BEV,2019,23.0,1286671.0,0.01787558746563807,1.070118781932639
Cyprus,Historical,EV sales,Cars,PHEV,2020,83.0,1302247.0,0.06373598864117176,1.560693153891556
Cyprus,Historical,EV sales,Cars,BEV,2020,42.0,1302247.0,0.032251946059388116,1.810606502628918
Cyprus,Historical,EV sales,Cars,BEV,2021,84.0,1317309.0,0.06376636005675206,2.8892353825839754
Cyprus,Historical,EV sales,Cars,PHEV,2021,98.0,1317309.0,0.07439408673287741,2.5922284438470347
Cyprus,Historical,EV sales,Cars,PHEV,2022,230.0,1331370.0,0.17275438082576594,2.2931019906788035
Cyprus,Historical,EV sales,Cars,BEV,2022,400.0,1331370.0,0.3004424014361147,3.9485613113031417
Cyprus,Historical,EV sales,Cars,BEV,2023,790.0,1344976.0,0.5873710757664078,5.196684427823783
Cyprus,Historical,EV sales,Cars,PHEV,2023,510.0,1344976.0,0.37918892233021256,2.2940602072628704
Denmark,Historical,EV sales,Cars,BEV,2011,420.0,5570572.0,0.0753962070681431,0.052489205869858994
Denmark,Historical,EV sales,Cars,PHEV,2011,2.0,5570572.0,0.000359029557467348,0.001369630286872877
Denmark,Historical,EV sales,Cars,PHEV,2012,12.0,5591572.0,0.0021460870037978584,0.0407210653676794
Denmark,Historical,EV sales,Cars,BEV,2012,490.0,5591572.0,0.08763188598841257,0.08392866945690444
Denmark,Historical,EV sales,Cars,BEV,2013,500.0,5614932.0,0.08904827342521691,0.1562836408311771
Denmark,Historical,EV sales,Cars,PHEV,2013,10.0,5614932.0,0.001780965468504338,0.10400311699919346
Denmark,Historical,EV sales,Cars,PHEV,2014,90.0,5643475.0,0.01594762092505061,0.12387505706781639
Denmark,Historical,EV sales,Cars,BEV,2014,1600.0,5643475.0,0.2835132608897887,0.36489226917943135
Denmark,Historical,EV sales,Cars,BEV,2015,4300.0,5683483.0,0.7565783165006388,0.37807083314645
Denmark,Historical,EV sales,Cars,PHEV,2015,420.0,5683483.0,0.07389834719308565,0.3165819061690226
Denmark,Historical,EV sales,Cars,PHEV,2016,570.0,5728010.0,0.09951099945705402,0.491424894019581
Denmark,Historical,EV sales,Cars,BEV,2016,1300.0,5728010.0,0.2269549110424039,0.3415663881667642
Denmark,Historical,EV sales,Cars,BEV,2017,710.0,5764980.0,0.1231574090456515,0.5149247295194739
Denmark,Historical,EV sales,Cars,PHEV,2017,620.0,5764980.0,0.10754590649056892,0.7605880463748121
Denmark,Historical,EV sales,Cars,PHEV,2018,3100.0,5793636.0,0.5350698594112574,0.9123394655418124
Denmark,Historical,EV sales,Cars,BEV,2018,1500.0,5793636.0,0.2589047706828665,0.7073110836271514
Denmark,Historical,EV sales,Cars,BEV,2019,5500.0,5814422.0,0.9459237736786219,1.070118781932639
Denmark,Historical,EV sales,Cars,PHEV,2019,3900.0,5814422.0,0.6707459486084772,0.7712182683485058
Denmark,Historical,EV sales,Cars,PHEV,2020,18000.0,5831404.0,3.0867352013340184,1.560693153891556
Denmark,Historical,EV sales,Cars,BEV,2020,14000.0,5831404.0,2.4007940454820145,1.810606502628918
Denmark,Historical,EV sales,Cars,BEV,2021,25000.0,5856733.0,4.2685913802114595,2.8892353825839754
Denmark,Historical,EV sales,Cars,PHEV,2021,40000.0,5856733.0,6.829746208338335,2.5922284438470347
Denmark,Historical,EV sales,Cars,PHEV,2022,26000.0,5903037.0,4.4045124568929515,2.2931019906788035
Denmark,Historical,EV sales,Cars,BEV,2022,31000.0,5903037.0,5.2515340832185196,3.9485613113031417
Denmark,Historical,EV sales,Cars,BEV,2023,63000.0,5946952.0,10.593662097827593,5.196684427823783
Denmark,Historical,EV sales,Cars,PHEV,2023,17000.0,5946952.0,2.8586072327471284,2.2940602072628704
Estonia,Historical,EV sales,Cars,BEV,2015,34.0,1315407.0,0.025847513355182084,0.37807083314645
Estonia,Historical,EV sales,Cars,BEV,2016,35.0,1315790.0,0.026599989360004257,0.3415663881667642
Estonia,Historical,EV sales,Cars,BEV,2017,26.0,1317384.0,0.019736083025146806,0.5149247295194739
Estonia,Historical,EV sales,Cars,PHEV,2017,20.0,1317384.0,0.015181602327036005,0.7605880463748121
Estonia,Historical,EV sales,Cars,PHEV,2018,33.0,1321977.0,0.024962612813989954,0.9123394655418124
Estonia,Historical,EV sales,Cars,BEV,2018,85.0,1321977.0,0.06429763906633777,0.7073110836271514
Estonia,Historical,EV sales,Cars,BEV,2019,80.0,1326898.0,0.06029099448488128,1.070118781932639
Estonia,Historical,EV sales,Cars,PHEV,2019,17.0,1326898.0,0.012811836328037271,0.7712182683485058
Estonia,Historical,EV sales,Cars,PHEV,2020,75.0,1329522.0,0.05641125156259166,1.560693153891556
Estonia,Historical,EV sales,Cars,BEV,2020,340.0,1329522.0,0.25573100708374885,1.810606502628918
Estonia,Historical,EV sales,Cars,BEV,2021,480.0,1330932.0,0.3606495298031755,2.8892353825839754
Estonia,Historical,EV sales,Cars,PHEV,2021,240.0,1330932.0,0.18032476490158775,2.5922284438470347
Estonia,Historical,EV sales,Cars,PHEV,2022,430.0,1348840.0,0.31879244387770234,2.2931019906788035
Estonia,Historical,EV sales,Cars,BEV,2022,730.0,1348840.0,0.5412057768156342,3.9485613113031417
Estonia,Historical,EV sales,Cars,BEV,2023,1400.0,1370286.0,1.0216845242526014,5.196684427823783
Estonia,Historical,EV sales,Cars,PHEV,2023,560.0,1370286.0,0.4086738097010405,2.2940602072628704
Finland,Historical,EV sales,Cars,BEV,2011,30.0,5388272.0,0.005567647661439512,0.052489205869858994
Finland,Historical,EV sales,Cars,BEV,2012,51.0,5413971.0,0.009420072623218706,0.08392866945690444
Finland,Historical,EV sales,Cars,PHEV,2012,130.0,5413971.0,0.024011949823890818,0.0407210653676794
Finland,Historical,EV sales,Cars,PHEV,2013,170.0,5438972.0,0.031255906447027124,0.10400311699919346
Finland,Historical,EV sales,Cars,BEV,2013,50.0,5438972.0,0.00919291366089033,0.1562836408311771
Finland,Historical,EV sales,Cars,BEV,2014,180.0,5461512.0,0.03295790616224958,0.36489226917943135
Finland,Historical,EV sales,Cars,PHEV,2014,260.0,5461512.0,0.04760586445658272,0.12387505706781639
Finland,Historical,EV sales,Cars,PHEV,2015,420.0,5479531.0,0.07664889568103547,0.3165819061690226
Finland,Historical,EV sales,Cars,BEV,2015,240.0,5479531.0,0.0437993689605917,0.37807083314645
Finland,Historical,EV sales,Cars,BEV,2016,220.0,5495303.0,0.04003418919757473,0.3415663881667642
Finland,Historical,EV sales,Cars,PHEV,2016,1200.0,5495303.0,0.21836830471404395,0.491424894019581
Finland,Historical,EV sales,Cars,PHEV,2017,2600.0,5508214.0,0.47202232883471845,0.7605880463748121
Finland,Historical,EV sales,Cars,BEV,2017,500.0,5508214.0,0.0907735247759074,0.5149247295194739
Finland,Historical,EV sales,Cars,BEV,2018,780.0,5515525.0,0.14141899456534057,0.7073110836271514
Finland,Historical,EV sales,Cars,PHEV,2018,4900.0,5515525.0,0.8884013761156009,0.9123394655418124
Finland,Historical,EV sales,Cars,PHEV,2019,6000.0,5521606.0,1.0866403723844114,0.7712182683485058
Finland,Historical,EV sales,Cars,BEV,2019,1900.0,5521606.0,0.3441027845883969,1.070118781932639
Finland,Historical,EV sales,Cars,BEV,2020,4200.0,5529543.0,0.7595564407402203,1.810606502628918
Finland,Historical,EV sales,Cars,PHEV,2020,13000.0,5529543.0,2.351008030862587,1.560693153891556
Finland,Historical,EV sales,Cars,PHEV,2021,20000.0,5541017.0,3.6094457028375837,2.5922284438470347
Finland,Historical,EV sales,Cars,BEV,2021,10000.0,5541017.0,1.8047228514187919,2.8892353825839754
Finland,Historical,EV sales,Cars,BEV,2022,15000.0,5556106.0,2.6997325105028596,3.9485613113031417
Finland,Historical,EV sales,Cars,PHEV,2022,16000.0,5556106.0,2.8797146778697167,2.2931019906788035
Finland,Historical,EV sales,Cars,PHEV,2023,18000.0,5583911.0,3.223547080173735,2.2940602072628704
Finland,Historical,EV sales,Cars,BEV,2023,30000.0,5583911.0,5.372578466956225,5.196684427823783
France,Historical,EV sales,Cars,BEV,2010,190.0,65026211.0,0.0029218986786728202,0.008915171437984424
France,Historical,EV sales,Cars,PHEV,2010,82.0,65026211.0,0.001261029956058796,0.0005890331326082384
France,Historical,EV sales,Cars,PHEV,2011,56.0,65340830.0,0.0008570445156573616,0.001369630286872877
France,Historical,EV sales,Cars,BEV,2011,2600.0,65340830.0,0.03979135251266322,0.052489205869858994
France,Historical,EV sales,Cars,BEV,2012,5700.0,65657659.0,0.08681393894960525,0.08392866945690444
France,Historical,EV sales,Cars,PHEV,2012,660.0,65657659.0,0.010052140299427977,0.0407210653676794
France,Historical,EV sales,Cars,PHEV,2013,850.0,65997932.0,0.012879191426785917,0.10400311699919346
France,Historical,EV sales,Cars,BEV,2013,8900.0,65997932.0,0.13485271023340548,0.1562836408311771
France,Historical,EV sales,Cars,BEV,2014,11000.0,66312067.0,0.16588232726933397,0.36489226917943135
France,Historical,EV sales,Cars,PHEV,2014,2100.0,66312067.0,0.03166844429687285,0.12387505706781639
France,Historical,EV sales,Cars,PHEV,2015,5800.0,66548272.0,0.08715477991674975,0.3165819061690226
France,Historical,EV sales,Cars,BEV,2015,18000.0,66548272.0,0.2704803514657751,0.37807083314645
France,Historical,EV sales,Cars,BEV,2016,23000.0,66724104.0,0.34470301766809786,0.3415663881667642
France,Historical,EV sales,Cars,PHEV,2016,7600.0,66724104.0,0.1139018667077193,0.491424894019581
France,Historical,EV sales,Cars,PHEV,2017,12000.0,66918020.0,0.1793238951182357,0.7605880463748121
France,Historical,EV sales,Cars,BEV,2017,26000.0,66918020.0,0.38853510608951075,0.5149247295194739
France,Historical,EV sales,Cars,BEV,2018,33000.0,67158348.0,0.4913759939419594,0.7073110836271514
France,Historical,EV sales,Cars,PHEV,2018,15000.0,67158348.0,0.22335272451907243,0.9123394655418124
France,Historical,EV sales,Cars,PHEV,2019,19000.0,67382061.0,0.2819741592647337,0.7712182683485058
France,Historical,EV sales,Cars,BEV,2019,45000.0,67382061.0,0.6678335351006851,1.070118781932639
France,Historical,EV sales,Cars,BEV,2020,110000.0,67601110.0,1.6271922162224852,1.810606502628918
France,Historical,EV sales,Cars,PHEV,2020,75000.0,67601110.0,1.1094492383335126,1.560693153891556
France,Historical,EV sales,Cars,PHEV,2021,140000.0,67842811.0,2.0635937387676937,2.5922284438470347
France,Historical,EV sales,Cars,BEV,2021,170000.0,67842811.0,2.505792397075056,2.8892353825839754
France,Historical,EV sales,Cars,BEV,2022,210000.0,68065015.0,3.0852854436306227,3.9485613113031417
France,Historical,EV sales,Cars,PHEV,2022,130000.0,68065015.0,1.9099386079618141,2.2931019906788035
France,Historical,EV sales,Cars,PHEV,2023,160000.0,68287487.0,2.3430354085222085,2.2940602072628704
France,Historical,EV sales,Cars,BEV,2023,310000.0,68287487.0,4.539631104011779,5.196684427823783
Germany,Historical,EV sales,Cars,BEV,2010,140.0,81776930.0,0.0017119742695158647,0.008915171437984424
Germany,Historical,EV sales,Cars,BEV,2011,1400.0,80274983.0,0.0174400535220294,0.052489205869858994
Germany,Historical,EV sales,Cars,PHEV,2011,240.0,80274983.0,0.0029897234609193254,0.001369630286872877
Germany,Historical,EV sales,Cars,PHEV,2012,1200.0,80425823.0,0.014920580918394828,0.0407210653676794
Germany,Historical,EV sales,Cars,BEV,2012,2200.0,80425823.0,0.02735439835039052,0.08392866945690444
Germany,Historical,EV sales,Cars,BEV,2013,5200.0,80645605.0,0.06447964523299193,0.1562836408311771
Germany,Historical,EV sales,Cars,PHEV,2013,1600.0,80645605.0,0.019839890840920592,0.10400311699919346
Germany,Historical,EV sales,Cars,PHEV,2014,4400.0,80982500.0,0.05433272620627913,0.12387505706781639
Germany,Historical,EV sales,Cars,BEV,2014,9100.0,80982500.0,0.1123699564720773,0.36489226917943135
Germany,Historical,EV sales,Cars,BEV,2015,12000.0,81686611.0,0.14690289942375012,0.37807083314645
Germany,Historical,EV sales,Cars,PHEV,2015,11000.0,81686611.0,0.1346609911384376,0.3165819061690226
Germany,Historical,EV sales,Cars,PHEV,2016,13000.0,82348669.0,0.15786533234678027,0.491424894019581
Germany,Historical,EV sales,Cars,BEV,2016,11000.0,82348669.0,0.1335783581395833,0.3415663881667642
Germany,Historical,EV sales,Cars,BEV,2017,25000.0,82657002.0,0.302454715209729,0.5149247295194739
Germany,Historical,EV sales,Cars,PHEV,2017,29000.0,82657002.0,0.3508474696432856,0.7605880463748121
Germany,Historical,EV sales,Cars,PHEV,2018,31000.0,82905782.0,0.37391843188934637,0.9123394655418124
Germany,Historical,EV sales,Cars,BEV,2018,36000.0,82905782.0,0.43422785638762806,0.7073110836271514
Germany,Historical,EV sales,Cars,BEV,2019,63000.0,83092962.0,0.758186956917001,1.070118781932639
