region,category,parameter,mode,powertrain,year,value,Population,EVs_per_1000,EVs_per_1000_avg
Norway,Historical,EV sales,Cars,BEV,2020,77000.0,5379475.0,14.313664437514813,1.810606502628918
Norway,Historical,EV sales,Cars,PHEV,2020,29000.0,5379475.0,5.390860632310774,1.560693153891556
Norway,Historical,EV sales,Cars,PHEV,2021,38000.0,5408320.0,7.026211466777114,2.5922284438470347
Norway,Historical,EV sales,Cars,BEV,2021,110000.0,5408320.0,20.33903319330217,2.8892353825839754
Norway,Historical,EV sales,Cars,BEV,2022,140000.0,5457127.0,25.654524807650617,3.9485613113031417
Norway,Historical,EV sales,Cars,PHEV,2022,16000.0,5457127.0,2.9319456923029277,2.2931019906788035
Norway,Historical,EV sales,Cars,PHEV,2023,10000.0,5519594.0,1.811727456765842,2.2940602072628704
Norway,Historical,EV sales,Cars,BEV,2023,100000.0,5519594.0,18.11727456765842,5.196684427823783
Poland,Historical,EV sales,Cars,BEV,2010,15.0,38042794.0,0.0003942928061487808,0.008915171437984424
Poland,Historical,EV sales,Cars,PHEV,2010,1.0,38042794.0,2.6286187076585385e-05,0.0005890331326082384
Poland,Historical,EV sales,Cars,BEV,2011,43.0,38063255.0,0.0011296984453904428,0.052489205869858994
Poland,Historical,EV sales,Cars,BEV,2012,44.0,38063164.0,0.0011559732659113678,0.08392866945690444
Poland,Historical,EV sales,Cars,PHEV,2012,4.0,38063164.0,0.00010508847871921525,0.0407210653676794
Poland,Historical,EV sales,Cars,PHEV,2013,6.0,38040196.0,0.00015772789393619317,0.10400311699919346
Poland,Historical,EV sales,Cars,BEV,2013,31.0,38040196.0,0.0008149274520036648,0.1562836408311771
Poland,Historical,EV sales,Cars,BEV,2014,140.0,38011735.0,0.0036830731351778605,0.36489226917943135
Poland,Historical,EV sales,Cars,PHEV,2014,61.0,38011735.0,0.0016047675803274961,0.12387505706781639
Poland,Historical,EV sales,Cars,PHEV,2015,150.0,37986412.0,0.003948780421799248,0.3165819061690226
Poland,Historical,EV sales,Cars,BEV,2015,70.0,37986412.0,0.0018427641968396487,0.37807083314645
Poland,Historical,EV sales,Cars,BEV,2016,110.0,37970087.0,0.0028970173284038037,0.3415663881667642
Poland,Historical,EV sales,Cars,PHEV,2016,400.0,37970087.0,0.010534608466922923,0.491424894019581
Poland,Historical,EV sales,Cars,PHEV,2017,640.0,37974826.0,0.01685327011109939,0.7605880463748121
Poland,Historical,EV sales,Cars,BEV,2017,440.0,37974826.0,0.011586623201380831,0.5149247295194739
Poland,Historical,EV sales,Cars,BEV,2018,620.0,37974750.0,0.01632663809505,0.7073110836271514
Poland,Historical,EV sales,Cars,PHEV,2018,760.0,37974750.0,0.02001329831006129,0.9123394655418124
Poland,Historical,EV sales,Cars,PHEV,2019,1200.0,37965475.0,0.03160766459526715,0.7712182683485058
Poland,Historical,EV sales,Cars,BEV,2019,1500.0,37965475.0,0.039509580744083936,1.070118781932639
Poland,Historical,EV sales,Cars,BEV,2020,3700.0,37515748.0,0.09862524932196473,1.810606502628918
Poland,Historical,EV sales,Cars,PHEV,2020,4500.0,37515748.0,0.11994962755374089,1.560693153891556
Poland,Historical,EV sales,Cars,PHEV,2021,9100.0,36981559.0,0.24606858786023597,2.5922284438470347
Poland,Historical,EV sales,Cars,BEV,2021,7200.0,36981559.0,0.19469162995535153,2.8892353825839754
Poland,Historical,EV sales,Cars,BEV,2022,14000.0,36821749.0,0.38021007638719173,3.9485613113031417
Poland,Historical,EV sales,Cars,PHEV,2022,11000.0,36821749.0,0.29873648858993634,2.2931019906788035
Poland,Historical,EV sales,Cars,PHEV,2023,13000.0,36687353.0,0.3543455424543711,2.2940602072628704
Poland,Historical,EV sales,Cars,BEV,2023,17000.0,36687353.0,0.4633749401326392,5.196684427823783
Portugal,Historical,EV sales,Cars,BEV,2010,13.0,10573100.0,0.0012295353302248157,0.008915171437984424
Portugal,Historical,EV sales,Cars,BEV,2011,170.0,10557560.0,0.016102205433831302,0.052489205869858994
Portugal,Historical,EV sales,Cars,PHEV,2011,2.0,10557560.0,0.0001894377109862506,0.001369630286872877
Portugal,Historical,EV sales,Cars,PHEV,2012,30.0,10514844.0,0.0028531093756597814,0.0407210653676794
Portugal,Historical,EV sales,Cars,BEV,2012,54.0,10514844.0,0.005135596876187606,0.08392866945690444
Portugal,Historical,EV sales,Cars,BEV,2013,150.0,10457295.0,0.014344053600859497,0.1562836408311771
Portugal,Historical,EV sales,Cars,PHEV,2013,35.0,10457295.0,0.003346945840200549,0.10400311699919346
Portugal,Historical,EV sales,Cars,PHEV,2014,98.0,10401062.0,0.009422114780202252,0.12387505706781639
Portugal,Historical,EV sales,Cars,BEV,2014,190.0,10401062.0,0.01826736539018804,0.36489226917943135
Portugal,Historical,EV sales,Cars,BEV,2015,670.0,10358076.0,0.0646838273826143,0.37807083314645
Portugal,Historical,EV sales,Cars,PHEV,2015,430.0,10358076.0,0.041513501156006195,0.3165819061690226
Portugal,Historical,EV sales,Cars,PHEV,2016,1000.0,10325452.0,0.09684806050137079,0.491424894019581
Portugal,Historical,EV sales,Cars,BEV,2016,800.0,10325452.0,0.07747844840109663,0.3415663881667642
Portugal,Historical,EV sales,Cars,BEV,2017,1900.0,10300300.0,0.18446064677727833,0.5149247295194739
Portugal,Historical,EV sales,Cars,PHEV,2017,2500.0,10300300.0,0.2427113773385241,0.7605880463748121
Portugal,Historical,EV sales,Cars,PHEV,2018,3900.0,10283822.0,0.37923643563647835,0.9123394655418124
Portugal,Historical,EV sales,Cars,BEV,2018,4300.0,10283822.0,0.4181324803171428,0.7073110836271514
Portugal,Historical,EV sales,Cars,BEV,2019,6800.0,10286263.0,0.6610758445511261,1.070118781932639
Portugal,Historical,EV sales,Cars,PHEV,2019,5800.0,10286263.0,0.5638588085877252,0.7712182683485058
Portugal,Historical,EV sales,Cars,PHEV,2020,12000.0,10297081.0,1.1653788097811408,1.560693153891556
Portugal,Historical,EV sales,Cars,BEV,2020,7800.0,10297081.0,0.7574962263577415,1.810606502628918
Portugal,Historical,EV sales,Cars,BEV,2021,13000.0,10361831.0,1.2546045192205897,2.8892353825839754
Portugal,Historical,EV sales,Cars,PHEV,2021,16000.0,10361831.0,1.5441286390407256,2.5922284438470347
Portugal,Historical,EV sales,Cars,PHEV,2022,16000.0,10434332.0,1.5333995506372617,2.2931019906788035
Portugal,Historical,EV sales,Cars,BEV,2022,18000.0,10434332.0,1.7250744944669194,3.9485613113031417
Portugal,Historical,EV sales,Cars,BEV,2023,36000.0,10578174.0,3.40323386626085,5.196684427823783
Portugal,Historical,EV sales,Cars,PHEV,2023,27000.0,10578174.0,2.5524253996956374,2.2940602072628704
Romania,Historical,EV sales,Cars,BEV,2015,24.0,19815616.0,0.001211165981415869,0.37807083314645
Romania,Historical,EV sales,Cars,BEV,2016,74.0,19702267.0,0.0037559129616911596,0.3415663881667642
Romania,Historical,EV sales,Cars,BEV,2017,190.0,19588715.0,0.009699462164822962,0.5149247295194739
Romania,Historical,EV sales,Cars,BEV,2018,600.0,19473970.0,0.030810358647979843,0.7073110836271514
Romania,Historical,EV sales,Cars,BEV,2019,1500.0,19371648.0,0.07743275120423415,1.070118781932639
Romania,Historical,EV sales,Cars,BEV,2020,2800.0,19265250.0,0.14533940644424548,1.810606502628918
Romania,Historical,EV sales,Cars,PHEV,2020,1000.0,19265250.0,0.05190693087294481,1.560693153891556
Romania,Historical,EV sales,Cars,BEV,2021,6300.0,19122059.0,0.32946242870603004,2.8892353825839754
Romania,Historical,EV sales,Cars,BEV,2022,12000.0,19048502.0,0.6299707977036724,3.9485613113031417
Romania,Historical,EV sales,Cars,BEV,2023,15000.0,19059479.0,0.7870099702095739,5.196684427823783
Slovenia,Historical,EV sales,Cars,BEV,2016,140.0,2065042.0,0.06779523128343151,0.3415663881667642
Slovenia,Historical,EV sales,Cars,PHEV,2016,46.0,2065042.0,0.022275575993127503,0.491424894019581
Slovenia,Historical,EV sales,Cars,PHEV,2017,170.0,2066388.0,0.0822691575831838,0.7605880463748121
Slovenia,Historical,EV sales,Cars,BEV,2017,290.0,2066388.0,0.14034150411249,0.5149247295194739
Slovenia,Historical,EV sales,Cars,BEV,2018,470.0,2073894.0,0.2266268189213142,0.7073110836271514
Slovenia,Historical,EV sales,Cars,PHEV,2018,190.0,2073894.0,0.09161509701074404,0.9123394655418124
Slovenia,Historical,EV sales,Cars,PHEV,2019,28.0,2088385.0,0.013407489519413326,0.7712182683485058
Slovenia,Historical,EV sales,Cars,BEV,2019,190.0,2088385.0,0.09097939316744758,1.070118781932639
Slovenia,Historical,EV sales,Cars,PHEV,2020,39.0,2102419.0,0.018550060668211237,1.560693153891556
Slovenia,Historical,EV sales,Cars,BEV,2020,1600.0,2102419.0,0.7610281299778969,1.810606502628918
Slovenia,Historical,EV sales,Cars,BEV,2021,1700.0,2108079.0,0.8064213912286968,2.8892353825839754
Slovenia,Historical,EV sales,Cars,PHEV,2021,310.0,2108079.0,0.1470533125181741,2.5922284438470347
Slovenia,Historical,EV sales,Cars,PHEV,2022,590.0,2112076.0,0.27934600838227414,2.2931019906788035
Slovenia,Historical,EV sales,Cars,BEV,2022,2300.0,2112076.0,1.0889759648800517,3.9485613113031417
Slovenia,Historical,EV sales,Cars,BEV,2023,4300.0,2120461.0,2.027860922695584,5.196684427823783
Slovenia,Historical,EV sales,Cars,PHEV,2023,1000.0,2120461.0,0.4715955634175776,2.2940602072628704
Spain,Historical,EV sales,Cars,BEV,2010,76.0,46576897.0,0.0016317102446734481,0.008915171437984424
Spain,Historical,EV sales,Cars,BEV,2011,390.0,46742697.0,0.00834354936772262,0.052489205869858994
Spain,Historical,EV sales,Cars,PHEV,2011,8.0,46742697.0,0.00017114973061995117,0.001369630286872877
Spain,Historical,EV sales,Cars,PHEV,2012,110.0,46773055.0,0.002351781383533746,0.0407210653676794
Spain,Historical,EV sales,Cars,BEV,2012,430.0,46773055.0,0.009193327226541008,0.08392866945690444
Spain,Historical,EV sales,Cars,BEV,2013,810.0,46604197.0,0.017380408893216206,0.1562836408311771
Spain,Historical,EV sales,Cars,PHEV,2013,72.0,46604197.0,0.0015449252349525515,0.10400311699919346
Spain,Historical,EV sales,Cars,PHEV,2014,330.0,46460733.0,0.007102772140938887,0.12387505706781639
Spain,Historical,EV sales,Cars,BEV,2014,1400.0,46460733.0,0.030132972719134673,0.36489226917943135
Spain,Historical,EV sales,Cars,BEV,2015,1300.0,46422303.0,0.028003780855077355,0.37807083314645
Spain,Historical,EV sales,Cars,PHEV,2015,780.0,46422303.0,0.016802268513046413,0.3165819061690226
Spain,Historical,EV sales,Cars,PHEV,2016,1500.0,46458139.0,0.03228713057145918,0.491424894019581
Spain,Historical,EV sales,Cars,BEV,2016,2000.0,46458139.0,0.04304950742861224,0.3415663881667642
Spain,Historical,EV sales,Cars,BEV,2017,3900.0,46571232.0,0.08374268475439944,0.5149247295194739
Spain,Historical,EV sales,Cars,PHEV,2017,3500.0,46571232.0,0.07515369144625592,0.7605880463748121
Spain,Historical,EV sales,Cars,PHEV,2018,5600.0,46782011.0,0.11970413157313822,0.9123394655418124
Spain,Historical,EV sales,Cars,BEV,2018,6000.0,46782011.0,0.12825442668550524,0.7073110836271514
Spain,Historical,EV sales,Cars,BEV,2019,10000.0,47118501.0,0.21223086023046447,1.070118781932639
Spain,Historical,EV sales,Cars,PHEV,2019,7400.0,47118501.0,0.15705083657054372,0.7712182683485058
Spain,Historical,EV sales,Cars,PHEV,2020,24000.0,47359424.0,0.5067629200895687,1.560693153891556
Spain,Historical,EV sales,Cars,BEV,2020,18000.0,47359424.0,0.38007219006717646,1.810606502628918
Spain,Historical,EV sales,Cars,BEV,2021,24000.0,47443821.0,0.5058614482168289,2.8892353825839754
Spain,Historical,EV sales,Cars,PHEV,2021,43000.0,47443821.0,0.9063350947218185,2.5922284438470347
Spain,Historical,EV sales,Cars,PHEV,2022,49000.0,47786102.0,1.0254027415753644,2.2931019906788035
Spain,Historical,EV sales,Cars,BEV,2022,33000.0,47786102.0,0.6905773565711637,3.9485613113031417
Spain,Historical,EV sales,Cars,BEV,2023,57000.0,48347910.0,1.1789547883248728,5.196684427823783
Spain,Historical,EV sales,Cars,PHEV,2023,65000.0,48347910.0,1.3444221270371357,2.2940602072628704
Sweden,Historical,EV sales,Cars,BEV,2010,4.0,9378126.0,0.00042652444635527393,0.008915171437984424
Sweden,Historical,EV sales,Cars,BEV,2011,180.0,9449213.0,0.019049205473514037,0.052489205869858994
Sweden,Historical,EV sales,Cars,BEV,2012,270.0,9519374.0,0.028363209597605892,0.08392866945690444
Sweden,Historical,EV sales,Cars,PHEV,2012,660.0,9519374.0,0.06933229012748107,0.0407210653676794
Sweden,Historical,EV sales,Cars,PHEV,2013,1100.0,9600379.0,0.11457880985740251,0.10400311699919346
Sweden,Historical,EV sales,Cars,BEV,2013,430.0,9600379.0,0.04478989839880279,0.1562836408311771
Sweden,Historical,EV sales,Cars,BEV,2014,1200.0,9696110.0,0.12376097218369016,0.36489226917943135
Sweden,Historical,EV sales,Cars,PHEV,2014,3400.0,9696110.0,0.35065608785378877,0.12387505706781639
Sweden,Historical,EV sales,Cars,PHEV,2015,5700.0,9799186.0,0.5816809681947052,0.3165819061690226
Sweden,Historical,EV sales,Cars,BEV,2015,3000.0,9799186.0,0.3061478779972132,0.37807083314645
Sweden,Historical,EV sales,Cars,BEV,2016,2900.0,9923085.0,0.29224782413936795,0.3415663881667642
Sweden,Historical,EV sales,Cars,PHEV,2016,10000.0,9923085.0,1.0077511177219582,0.491424894019581
Sweden,Historical,EV sales,Cars,PHEV,2017,16000.0,10057698.0,1.5908212793822205,0.7605880463748121
Sweden,Historical,EV sales,Cars,BEV,2017,4400.0,10057698.0,0.4374758518301106,0.5149247295194739
Sweden,Historical,EV sales,Cars,BEV,2018,7100.0,10175214.0,0.6977740222466082,0.7073110836271514
Sweden,Historical,EV sales,Cars,PHEV,2018,22000.0,10175214.0,2.1621166886514622,0.9123394655418124
Sweden,Historical,EV sales,Cars,PHEV,2019,25000.0,10278887.0,2.4321699421347858,0.7712182683485058
Sweden,Historical,EV sales,Cars,BEV,2019,16000.0,10278887.0,1.556588762966263,1.070118781932639
Sweden,Historical,EV sales,Cars,BEV,2020,28000.0,10353442.0,2.7044146284878012,1.810606502628918
Sweden,Historical,EV sales,Cars,PHEV,2020,66000.0,10353442.0,6.374691624292675,1.560693153891556
Sweden,Historical,EV sales,Cars,PHEV,2021,78000.0,10415811.0,7.488615144802455,2.5922284438470347
Sweden,Historical,EV sales,Cars,BEV,2021,57000.0,10415811.0,5.472449528894101,2.8892353825839754
Sweden,Historical,EV sales,Cars,BEV,2022,96000.0,10486941.0,9.154242404911024,3.9485613113031417
Sweden,Historical,EV sales,Cars,PHEV,2022,67000.0,10486941.0,6.388898345094151,2.2931019906788035
Sweden,Historical,EV sales,Cars,PHEV,2023,61000.0,10536632.0,5.7893262287228024,2.2940602072628704
Sweden,Historical,EV sales,Cars,BEV,2023,110000.0,10536632.0,10.439768609172267,5.196684427823783
Switzerland,Historical,EV sales,Cars,BEV,2011,400.0,7912398.0,0.05055357427672369,0.052489205869858994
Switzerland,Historical,EV sales,Cars,PHEV,2011,41.0,7912398.0,0.005181741363364178,0.001369630286872877
Switzerland,Historical,EV sales,Cars,PHEV,2012,400.0,7996861.0,0.05001962645092869,0.0407210653676794
Switzerland,Historical,EV sales,Cars,BEV,2012,340.0,7996861.0,0.04251668248328938,0.08392866945690444
Switzerland,Historical,EV sales,Cars,BEV,2013,1200.0,8089346.0,0.14834326532701161,0.1562836408311771
Switzerland,Historical,EV sales,Cars,PHEV,2013,170.0,8089346.0,0.021015295921326643,0.10400311699919346
Switzerland,Historical,EV sales,Cars,PHEV,2014,200.0,8188649.0,0.024424053345063392,0.12387505706781639
Switzerland,Historical,EV sales,Cars,BEV,2014,2700.0,8188649.0,0.3297247201583558,0.36489226917943135
Switzerland,Historical,EV sales,Cars,BEV,2015,3300.0,8282396.0,0.39843542858853886,0.37807083314645
Switzerland,Historical,EV sales,Cars,PHEV,2015,2400.0,8282396.0,0.2897712207916647,0.3165819061690226
Switzerland,Historical,EV sales,Cars,PHEV,2016,2800.0,8373338.0,0.33439471809211574,0.491424894019581
Switzerland,Historical,EV sales,Cars,BEV,2016,3300.0,8373338.0,0.39410806060856496,0.3415663881667642
Switzerland,Historical,EV sales,Cars,BEV,2017,4800.0,8451840.0,0.5679236710586097,0.5149247295194739
Switzerland,Historical,EV sales,Cars,PHEV,2017,3600.0,8451840.0,0.42594275329395725,0.7605880463748121
Switzerland,Historical,EV sales,Cars,PHEV,2018,4400.0,8514329.0,0.516775896256769,0.9123394655418124
Switzerland,Historical,EV sales,Cars,BEV,2018,5100.0,8514329.0,0.5989902433885277,0.7073110836271514
Switzerland,Historical,EV sales,Cars,BEV,2019,13000.0,8575280.0,1.5159854838559206,1.070118781932639
Switzerland,Historical,EV sales,Cars,PHEV,2019,4300.0,8575280.0,0.501441352352343,0.7712182683485058
Switzerland,Historical,EV sales,Cars,PHEV,2020,14000.0,8638167.0,1.6207142093918767,1.560693153891556
Switzerland,Historical,EV sales,Cars,BEV,2020,20000.0,8638167.0,2.3153060134169667,1.810606502628918
Switzerland,Historical,EV sales,Cars,BEV,2021,32000.0,8704546.0,3.6762399785123776,2.8892353825839754
Switzerland,Historical,EV sales,Cars,PHEV,2021,22000.0,8704546.0,2.5274149852272596,2.5922284438470347
Switzerland,Historical,EV sales,Cars,PHEV,2022,19000.0,8777088.0,2.1647270712108617,2.2931019906788035
Switzerland,Historical,EV sales,Cars,BEV,2022,40000.0,8777088.0,4.5573201499176035,3.9485613113031417
Switzerland,Historical,EV sales,Cars,BEV,2023,53000.0,8888093.0,5.963033915149177,5.196684427823783
Switzerland,Historical,EV sales,Cars,PHEV,2023,23000.0,8888093.0,2.5877316990270014,2.2940602072628704
United Kingdom,Historical,EV sales,Cars,PHEV,2010,21.0,62766365.0,0.0003345740987230979,0.0005890331326082384
United Kingdom,Historical,EV sales,Cars,BEV,2010,240.0,62766365.0,0.003823703985406834,0.008915171437984424
United Kingdom,Historical,EV sales,Cars,BEV,2011,1200.0,63258810.0,0.018969689755466472,0.052489205869858994
United Kingdom,Historical,EV sales,Cars,PHEV,2011,7.0,63258810.0,0.00011065652357355442,0.001369630286872877
United Kingdom,Historical,EV sales,Cars,PHEV,2012,970.0,63711000.0,0.015225000392396918,0.0407210653676794
United Kingdom,Historical,EV sales,Cars,BEV,2012,1600.0,63711000.0,0.025113402709108317,0.08392866945690444
United Kingdom,Historical,EV sales,Cars,BEV,2013,2600.0,64139000.0,0.04053695879262228,0.1562836408311771
United Kingdom,Historical,EV sales,Cars,PHEV,2013,1100.0,64139000.0,0.01715025179687865,0.10400311699919346
United Kingdom,Historical,EV sales,Cars,PHEV,2014,7800.0,64620000.0,0.12070566388115135,0.12387505706781639
United Kingdom,Historical,EV sales,Cars,BEV,2014,6700.0,64620000.0,0.10368307025688642,0.36489226917943135
United Kingdom,Historical,EV sales,Cars,BEV,2015,10000.0,65088000.0,0.15363815142576204,0.37807083314645
United Kingdom,Historical,EV sales,Cars,PHEV,2015,19000.0,65088000.0,0.2919124877089479,0.3165819061690226
United Kingdom,Historical,EV sales,Cars,PHEV,2016,29000.0,65607000.0,0.44202600332281616,0.491424894019581
United Kingdom,Historical,EV sales,Cars,BEV,2016,10000.0,65607000.0,0.15242275976648834,0.3415663881667642
United Kingdom,Historical,EV sales,Cars,BEV,2017,14000.0,65966000.0,0.2122305430070036,0.5149247295194739
United Kingdom,Historical,EV sales,Cars,PHEV,2017,35000.0,65966000.0,0.530576357517509,0.7605880463748121
United Kingdom,Historical,EV sales,Cars,PHEV,2018,46000.0,66289000.0,0.6939311197936309,0.9123394655418124
United Kingdom,Historical,EV sales,Cars,BEV,2018,16000.0,66289000.0,0.24136734601517595,0.7073110836271514
United Kingdom,Historical,EV sales,Cars,PHEV,2019,37000.0,66631000.0,0.5552970839399078,0.7712182683485058
United Kingdom,Historical,EV sales,Cars,BEV,2019,38000.0,66631000.0,0.5703051132355811,1.070118781932639
United Kingdom,Historical,EV sales,Cars,BEV,2020,110000.0,66744000.0,1.6480882176675058,1.810606502628918
United Kingdom,Historical,EV sales,Cars,PHEV,2020,68000.0,66744000.0,1.0188181709217308,1.560693153891556
United Kingdom,Historical,EV sales,Cars,PHEV,2021,120000.0,66984000.0,1.7914725904693658,2.5922284438470347
United Kingdom,Historical,EV sales,Cars,BEV,2021,190000.0,66984000.0,2.8364982682431625,2.8892353825839754
United Kingdom,Historical,EV sales,Cars,BEV,2022,270000.0,67604000.0,3.9938465179575178,3.9485613113031417
United Kingdom,Historical,EV sales,Cars,PHEV,2022,100000.0,67604000.0,1.4792024140583397,2.2931019906788035
United Kingdom,Historical,EV sales,Cars,PHEV,2023,140000.0,68492000.0,2.0440343397769083,2.2940602072628704
United Kingdom,Historical,EV sales,Cars,BEV,2023,310000.0,68492000.0,4.52607603807744,5.196684427823783
